outcome,outcome_label,cohort,baseline_year,target_year,event_time,n_treated_states,n_control_states,treated_states,control_states,treated_change,control_change,att
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2017,2016,2017,0,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.03478525847830246,0.5477848228678956,-0.5825700813461981
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2017,2016,2018,1,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.9069959681437965,0.3740394051116963,0.5329565630321002
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2017,2016,2019,2,3,36,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.5134136228405511,0.45497022779594143,-0.9683838506364926
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2017,2016,2020,3,3,36,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.8858672673374149,-0.22395377667650657,-0.6619134906609083
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2017,2016,2021,4,3,31,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-1.173384840014786,-0.16774925184202208,-1.0056355881727639
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2017,2016,2022,5,3,28,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.796316531590057,0.012886017214152945,-0.8092025488042099
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2014,-5,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.7717638247369448,-0.4459255786172362,-0.32583824611970863
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2015,-4,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.8613122387806472,-0.31133224236804463,1.1726444811486918
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2016,-3,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.235283583983394,-0.3856023902057215,0.15031880622232752
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2017,-2,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,1.3317258499210893,0.07724704840912522,1.2544788015119641
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2019,0,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.5426074259703656,0.06936783759021987,0.47323958838014574
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2020,1,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.6807953234374219,-0.609556166882228,1.29035149031965
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2021,2,3,31,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.8647303460153246,-0.5562747046376968,1.4210050506530214
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2022,3,3,28,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.4687093467593293,-0.35574597505040145,0.8244553218097308
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2023,4,3,25,Kentucky;Oklahoma;South Dakota,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.20947777025394862,-0.5092132885145364,0.718691058768485
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2019,2018,2024,5,3,23,Kentucky;Oklahoma;South Dakota,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.398931037171943,-1.0321575914559624,0.6332265542840194
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2021,2020,2016,-5,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.37429690149686634,0.32044582154317963,-0.694742723040046
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2021,2020,2017,-4,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.17835959548230615,0.8263456041258144,-1.0047051996081204
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2021,2020,2018,-3,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.006817499348854028,0.7089712743388542,-0.7157887736877082
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2021,2020,2019,-2,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.40182179780601784,0.7236179087734851,-0.32179611096746724
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2021,2020,2021,0,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.625942785198802,0.15269656970115755,-0.7786393548999595
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2021,2020,2022,1,5,28,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.09007862134381898,0.3331971931366288,-0.4232758144804478
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2021,2020,2023,2,5,25,Iowa;Montana;Tennessee;Texas;Utah,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.9082522889235323,0.2214515311790103,-1.1297038201025427
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2021,2020,2024,3,5,23,Iowa;Montana;Tennessee;Texas;Utah,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-1.0030215930983784,-0.2762649642844123,-0.7267566288139661
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2022,2021,2017,-5,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.4466916871153132,0.6979658930649438,-0.2512742059496306
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2022,2021,2018,-4,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.7176782240290613,0.5389814704171932,0.1786967536118681
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2022,2021,2019,-3,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.23555041615002045,0.6068539379568605,-0.37130352180684
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2022,2021,2020,-2,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.17822204106014924,-0.149961697769837,-0.02826034329031224
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2022,2021,2022,0,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.09817028130469829,0.1832354953667919,-0.08506521406209361
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2022,2021,2023,1,3,25,Georgia;Indiana;Ohio,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.09769444689642152,0.009692946599400508,-0.10738739349582203
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2022,2021,2024,2,3,23,Georgia;Indiana;Ohio,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.3734977610379631,-0.5447889776429167,0.17129121660495356
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2023,2022,2018,-5,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.9125053241685762,0.2889348531562205,0.6235704710123557
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2023,2022,2019,-4,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.2566110303892402,0.32365933205416797,0.9329516983350722
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2023,2022,2020,-3,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.5712425852025156,-0.44172996653732627,1.0129725517398418
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2023,2022,2021,-2,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.20623022622424583,-0.22997138195771644,0.4362016081819623
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2023,2022,2023,0,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.1673599052659919,-0.22027843535831593,0.3876383406243078
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2023,2022,2024,1,3,23,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.19414150722274157,-0.7576634393605522,0.5635219321378107
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2024,2023,2019,-5,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.6082508359087724,0.5383453266736763,0.06990550923509609
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2024,2023,2020,-4,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.10576120993952287,-0.24990481301540451,0.3556660229549274
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2024,2023,2021,-3,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.3352826364381549,0.018619200343099877,-0.3539018367812548
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2024,2023,2022,-2,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.09130332828049337,0.2314936620607353,-0.14019033378024193
nonfirearm_suicide_rate_per_100k,Non-Firearm Suicide,2024,2023,2024,0,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.13879317190567164,-0.5261697772998168,0.3873766053941452
total_suicide_rate_per_100k,Total Suicide,2003,2002,1999,-4,1,49,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,-5.184527317549287,-0.5605929773142946,-4.623934340234992
total_suicide_rate_per_100k,Total Suicide,2003,2002,2000,-3,1,49,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,1.3024891727294055,-0.6684297909856212,1.9709189637150266
total_suicide_rate_per_100k,Total Suicide,2003,2002,2001,-2,1,49,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,-4.454371672882374,-0.1432357329352711,-4.3111359399471025
